年度,選舉種類,選舉種類名稱,檔別,省市,縣市,選舉區,鄉鎮市區,村里,行政區名稱,號次,姓名,政黨代號,政黨名稱,性別,年齡,現任,當選註記,當選註記語意,當選
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,9,曾玟學,267,時代力量,男,30,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,10,陳慧萍,999,無黨籍及未經政黨推薦,女,46,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,11,李貴富,16,民主進步黨,男,48,N,-,因婦女保障被排擠未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,12,曾正生,113,中華統一促進黨,男,56,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,13,鍾東錦,999,無黨籍及未經政黨推薦,男,55,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,14,鍾褔貴,1,中國國民黨,男,56,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,15,許綉春,1,中國國民黨,女,50,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,16,鍾道明,999,無黨籍及未經政黨推薦,男,62,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,17,徐功凡,1,中國國民黨,男,35,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,06,000,0000,苗栗縣第06選區,1,陳春暖,16,民主進步黨,女,54,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,06,000,0000,苗栗縣第06選區,2,楊恭林,999,無黨籍及未經政黨推薦,男,57,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,06,000,0000,苗栗縣第06選區,3,徐欽鴻,999,無黨籍及未經政黨推薦,男,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,1,白玉如,1,中國國民黨,女,50,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,2,許友瀚,999,無黨籍及未經政黨推薦,男,49,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,3,黄建閎,999,無黨籍及未經政黨推薦,男,39,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,4,楊富鈞,16,民主進步黨,男,39,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,5,黃明忠,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,6,許原龍,1,中國國民黨,男,56,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,7,劉玲惠,16,民主進步黨,女,60,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,8,陳清峰,113,中華統一促進黨,男,50,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,9,顧黃水花,1,中國國民黨,女,65,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,10,吳韋達,267,時代力量,男,34,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,11,黃千宴,1,中國國民黨,女,45,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,12,葉繼元,999,無黨籍及未經政黨推薦,男,33,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,13,洪柏葳,999,無黨籍及未經政黨推薦,男,29,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,14,莊陞漢,16,民主進步黨,男,40,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,15,林維浩,16,民主進步黨,男,49,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,16,温芝樺,1,中國國民黨,女,38,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,17,林茂明,999,無黨籍及未經政黨推薦,男,60,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,18,陳銌銌,999,無黨籍及未經政黨推薦,女,52,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,19,張瀚天,999,無黨籍及未經政黨推薦,男,50,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,20,李成濟,16,民主進步黨,男,49,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,21,葉孟家,16,民主進步黨,男,41,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,01,000,0000,彰化縣第01選區,22,李寶銀,999,無黨籍及未經政黨推薦,女,40,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,1,黃俊源,1,中國國民黨,男,47,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,2,楊竣程,1,中國國民黨,男,42,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,3,陳秀寳,16,民主進步黨,女,46,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,4,楊妙月,16,民主進步黨,女,48,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,5,許振烓,999,無黨籍及未經政黨推薦,男,58,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,6,郭燕陵,999,無黨籍及未經政黨推薦,女,24,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,7,葉國雄,16,民主進步黨,男,52,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,8,鄭敬議,999,無黨籍及未經政黨推薦,男,44,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,9,凃淑媚,1,中國國民黨,女,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,02,000,0000,彰化縣第02選區,10,林士堅,16,民主進步黨,男,48,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,03,000,0000,彰化縣第03選區,1,尤瑞春,16,民主進步黨,女,56,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,03,000,0000,彰化縣第03選區,2,林庚壬,1,中國國民黨,男,56,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,03,000,0000,彰化縣第03選區,3,柯振杯,1,中國國民黨,男,58,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,03,000,0000,彰化縣第03選區,4,王國忠,16,民主進步黨,男,56,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,03,000,0000,彰化縣第03選區,5,賴清美,16,民主進步黨,女,56,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,03,000,0000,彰化縣第03選區,6,施嘉華,1,中國國民黨,男,33,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,03,000,0000,彰化縣第03選區,7,蕭文雄,999,無黨籍及未經政黨推薦,男,60,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,03,000,0000,彰化縣第03選區,8,林宗翰,999,無黨籍及未經政黨推薦,男,49,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,1,曹嘉豪,1,中國國民黨,男,37,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,2,張雪如,999,無黨籍及未經政黨推薦,女,52,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,3,凃俊任,1,中國國民黨,男,40,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,4,張錦昆,1,中國國民黨,男,53,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,5,劉惠娟,1,中國國民黨,女,46,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,6,江武飛,16,民主進步黨,男,43,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,7,張素芬,16,民主進步黨,女,59,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,8,葉麗娟,1,中國國民黨,女,63,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,9,黃正盛,1,中國國民黨,男,40,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,10,賴澤民,16,民主進步黨,男,34,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,11,張欣倩,16,民主進步黨,女,32,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,12,黃金堂,16,民主進步黨,男,58,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,04,000,0000,彰化縣第04選區,13,江吉存,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,05,000,0000,彰化縣第05選區,1,張國閔,16,民主進步黨,男,57,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,05,000,0000,彰化縣第05選區,2,許晋揚,1,中國國民黨,男,34,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,05,000,0000,彰化縣第05選區,3,洪本成,1,中國國民黨,男,53,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,05,000,0000,彰化縣第05選區,4,陳玉姬,1,中國國民黨,女,54,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,05,000,0000,彰化縣第05選區,5,歐陽蓁珠,16,民主進步黨,女,62,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,05,000,0000,彰化縣第05選區,6,張春洋,999,無黨籍及未經政黨推薦,男,58,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,05,000,0000,彰化縣第05選區,7,李清木,16,民主進步黨,男,46,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,05,000,0000,彰化縣第05選區,8,陳重嘉,999,無黨籍及未經政黨推薦,男,37,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,06,000,0000,彰化縣第06選區,1,鄭俊雄,1,中國國民黨,男,57,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,06,000,0000,彰化縣第06選區,2,張源清,999,無黨籍及未經政黨推薦,男,57,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,06,000,0000,彰化縣第06選區,3,許書維,16,民主進步黨,男,45,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,06,000,0000,彰化縣第06選區,4,蕭如意,1,中國國民黨,男,63,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,06,000,0000,彰化縣第06選區,5,陳正忠,999,無黨籍及未經政黨推薦,男,47,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,06,000,0000,彰化縣第06選區,6,蕭淑芬,999,無黨籍及未經政黨推薦,女,50,Y,!,婦女保障當選,Y
2018,T1,議員(區域)選舉,city,10,007,06,000,0000,彰化縣第06選區,7,劉景滄,999,無黨籍及未經政黨推薦,男,48,Y,-,因婦女保障被排擠未當選,N
2018,T1,議員(區域)選舉,city,10,007,07,000,0000,彰化縣第07選區,1,黃盛祿,16,民主進步黨,男,59,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,07,000,0000,彰化縣第07選區,2,謝典霖,1,中國國民黨,男,39,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,07,000,0000,彰化縣第07選區,3,莊燈堯,999,無黨籍及未經政黨推薦,男,31,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,07,000,0000,彰化縣第07選區,4,江熊一楓,16,民主進步黨,女,66,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,07,000,0000,彰化縣第07選區,5,李浩誠,1,中國國民黨,男,45,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,07,000,0000,彰化縣第07選區,6,吳錦潭,999,無黨籍及未經政黨推薦,男,61,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,07,000,0000,彰化縣第07選區,7,劉淑芳,1,中國國民黨,女,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,1,陳適當,999,無黨籍及未經政黨推薦,男,61,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,2,洪于仗,999,無黨籍及未經政黨推薦,男,45,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,3,張國棟,1,中國國民黨,男,59,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,4,陳一惇,1,中國國民黨,男,43,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,5,謝彥慧,1,中國國民黨,女,44,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,6,蔡家豪,999,無黨籍及未經政黨推薦,男,32,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,7,吳淑娟,999,無黨籍及未經政黨推薦,女,63,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,8,洪騰明,16,民主進步黨,男,43,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,007,08,000,0000,彰化縣第08選區,9,蔡金蓮,16,民主進步黨,女,63,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,1,于秀英,999,無黨籍及未經政黨推薦,女,53,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,2,張嘉哲,999,無黨籍及未經政黨推薦,男,36,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,3,林威崴,999,無黨籍及未經政黨推薦,女,56,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,4,洪明科,999,無黨籍及未經政黨推薦,男,47,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,5,史雪燕,1,中國國民黨,女,42,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,6,游宏達,999,無黨籍及未經政黨推薦,男,49,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,7,蔡宗智,999,無黨籍及未經政黨推薦,男,39,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,8,陳翰立,16,民主進步黨,男,39,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,9,江國彬,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,10,羅美玲,16,民主進步黨,女,49,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,11,張維華,1,中國國民黨,男,47,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,12,賴燕雪,16,民主進步黨,女,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,13,王永慶,999,無黨籍及未經政黨推薦,男,56,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,14,曾振炎,1,中國國民黨,男,57,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,15,莊文斌,1,中國國民黨,男,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,01,000,0000,南投縣第01選區,16,洪浩原,999,無黨籍及未經政黨推薦,男,33,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,1,洪巧娟,16,民主進步黨,女,27,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,2,李洲忠,1,中國國民黨,男,55,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,3,蔡銘軒,16,民主進步黨,男,34,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,4,莊士傑,999,無黨籍及未經政黨推薦,男,45,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,5,簡賜勝,999,無黨籍及未經政黨推薦,男,51,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,6,李幸花,999,無黨籍及未經政黨推薦,女,53,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,7,莊惠惠,999,無黨籍及未經政黨推薦,女,33,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,8,張永輝,999,無黨籍及未經政黨推薦,男,56,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,9,廖梓佑,16,民主進步黨,女,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,10,陳國大,999,無黨籍及未經政黨推薦,男,64,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,11,唐曉棻,1,中國國民黨,女,50,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,02,000,0000,南投縣第02選區,12,簡峻庭,999,無黨籍及未經政黨推薦,男,65,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,03,000,0000,南投縣第03選區,1,王秋淑,16,民主進步黨,女,45,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,03,000,0000,南投縣第03選區,2,李雲龍,999,無黨籍及未經政黨推薦,男,63,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,03,000,0000,南投縣第03選區,3,謝明謀,1,中國國民黨,男,68,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,03,000,0000,南投縣第03選區,4,陳昭煜,16,民主進步黨,男,56,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,03,000,0000,南投縣第03選區,5,蕭志全,1,中國國民黨,男,55,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,03,000,0000,南投縣第03選區,6,陳淑惠,1,中國國民黨,女,60,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,1,吳瑞芳,999,無黨籍及未經政黨推薦,女,61,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,2,張志銘,16,民主進步黨,男,55,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,3,何勝豐,1,中國國民黨,男,61,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,4,蔡孟娥,999,無黨籍及未經政黨推薦,女,50,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,5,游顥,1,中國國民黨,男,35,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,6,陳玉鈴,16,民主進步黨,女,51,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,7,黃東灝,1,中國國民黨,男,58,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,8,林本立,999,無黨籍及未經政黨推薦,男,65,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,04,000,0000,南投縣第04選區,9,蔡易呈,1,中國國民黨,男,35,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,1,葉仁創,16,民主進步黨,男,43,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,2,戴世詮,999,無黨籍及未經政黨推薦,男,50,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,3,潘一全,1,中國國民黨,男,47,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,4,陳宜君,16,民主進步黨,女,52,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,5,王彩雲,1,中國國民黨,女,56,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,6,林芳伃,1,中國國民黨,女,56,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,7,何惠娟,16,民主進步黨,女,53,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,8,黃世芳,1,中國國民黨,男,42,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,9,楊淑芬,999,無黨籍及未經政黨推薦,女,48,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,008,05,000,0000,南投縣第05選區,10,黃正男,999,無黨籍及未經政黨推薦,男,51,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,009,01,000,0000,雲林縣第01選區,1,陳俊傑,999,無黨籍及未經政黨推薦,男,46,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,009,01,000,0000,雲林縣第01選區,2,廖郁賢,267,時代力量,女,27,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,009,01,000,0000,雲林縣第01選區,3,江宗保,16,民主進步黨,男,47,N,,未當選,N
