年度,選舉種類,選舉種類名稱,檔別,省市,縣市,選舉區,鄉鎮市區,村里,行政區名稱,號次,姓名,政黨代號,政黨名稱,性別,年齡,現任,當選註記,當選註記語意,當選
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,070,0000,東河鄉第02選區,7,陳金勝 Poya,1,中國國民黨,男,61,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,070,0000,東河鄉第02選區,8,林貴賢,999,無黨籍及未經政黨推薦,男,53,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,070,0000,東河鄉第02選區,9,黃美珠,1,中國國民黨,女,54,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,070,0000,東河鄉第02選區,10,陳光明 Sawmah Futor,1,中國國民黨,男,54,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,080,0000,長濱鄉第02選區,1,白金榮,1,中國國民黨,男,56,Y,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,080,0000,長濱鄉第02選區,2,吳國星,999,無黨籍及未經政黨推薦,男,59,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,080,0000,長濱鄉第02選區,3,李光蘭 Coko’．Ufad,1,中國國民黨,女,61,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,080,0000,長濱鄉第02選區,4,王掙強 Kapa’．Piaw,999,無黨籍及未經政黨推薦,男,64,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,080,0000,長濱鄉第02選區,5,林錦顯 Kacaw‧Lafa,999,無黨籍及未經政黨推薦,男,39,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,080,0000,長濱鄉第02選區,6,莊詩清,999,無黨籍及未經政黨推薦,男,54,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,080,0000,長濱鄉第02選區,7,高玉珠,999,無黨籍及未經政黨推薦,女,58,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,100,0000,大武鄉第02選區,1,王一山,999,無黨籍及未經政黨推薦,男,60,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,100,0000,大武鄉第02選區,2,鄭振雄,999,無黨籍及未經政黨推薦,男,67,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,100,0000,大武鄉第02選區,3,高春花,999,無黨籍及未經政黨推薦,女,63,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,100,0000,大武鄉第02選區,4,劉榮升,999,無黨籍及未經政黨推薦,男,46,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,100,0000,大武鄉第02選區,5,潘澄陽,999,無黨籍及未經政黨推薦,男,45,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,100,0000,大武鄉第02選區,6,蔡宇嫻,999,無黨籍及未經政黨推薦,女,57,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,100,0000,大武鄉第02選區,7,金勝男,999,無黨籍及未經政黨推薦,男,63,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選區,1,李芳媚,999,無黨籍及未經政黨推薦,女,60,Y,!,婦女保障當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選區,2,黃學臺,1,中國國民黨,男,55,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選區,3,田明元,1,中國國民黨,男,62,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選區,4,李德良,1,中國國民黨,男,54,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選區,5,高中山,999,無黨籍及未經政黨推薦,男,45,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選區,6,陳四德,1,中國國民黨,男,70,Y,-,因婦女保障被排擠未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,050,0000,鹿野鄉第03選區,1,陽勝榮,1,中國國民黨,男,65,Y,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,050,0000,鹿野鄉第03選區,2,陳金花,999,無黨籍及未經政黨推薦,女,57,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,050,0000,鹿野鄉第03選區,3,陽志明,1,中國國民黨,男,52,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,090,0000,太麻里鄉第03選區,1,林秀芳 talealan juku,1,中國國民黨,女,57,Y,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,090,0000,太麻里鄉第03選區,2,李高明珠,1,中國國民黨,女,59,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,090,0000,太麻里鄉第03選區,3,林美智,999,無黨籍及未經政黨推薦,女,56,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,030,0000,關山鎮第04選區,1,黃玉英 Usay Amui Lipay,999,無黨籍及未經政黨推薦,女,51,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,030,0000,關山鎮第04選區,2,呂文龍,1,中國國民黨,男,40,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,030,0000,關山鎮第04選區,3,胡展榮 Tafed Pawtawan,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,030,0000,關山鎮第04選區,4,羅章榮 Kakupa  Arang,1,中國國民黨,男,62,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,060,0000,池上鄉第04選區,1,林阿貴,1,中國國民黨,男,70,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,060,0000,池上鄉第04選區,2,蔡瑞生,999,無黨籍及未經政黨推薦,男,62,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,060,0000,池上鄉第04選區,3,林淑月,999,無黨籍及未經政黨推薦,女,59,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,060,0000,池上鄉第04選區,4,潘旭瑞,999,無黨籍及未經政黨推薦,男,56,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,090,0000,太麻里鄉第04選區,1,羅春明,1,中國國民黨,男,54,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,090,0000,太麻里鄉第04選區,2,陳孫金,999,無黨籍及未經政黨推薦,男,50,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,090,0000,太麻里鄉第04選區,3,林菊珍,999,無黨籍及未經政黨推薦,女,44,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,090,0000,太麻里鄉第04選區,4,邱天生,999,無黨籍及未經政黨推薦,男,59,Y,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,090,0000,太麻里鄉第04選區,5,謝秀娟,999,無黨籍及未經政黨推薦,女,47,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選區,1,張健三,1,中國國民黨,男,64,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選區,2,柳星辰,999,無黨籍及未經政黨推薦,男,47,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選區,3,王福來,999,無黨籍及未經政黨推薦,男,60,Y,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選區,4,林茂松,1,中國國民黨,男,64,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選區,5,林志龍,999,無黨籍及未經政黨推薦,男,42,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選區,6,巫化．巴阿立佑司,999,無黨籍及未經政黨推薦,女,53,N,*,當選,Y
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選區,7,高旭,999,無黨籍及未經政黨推薦,男,40,N,,未當選,N
2018,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選區,8,田逸農,1,中國國民黨,男,48,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,1,葉芬英,999,無黨籍及未經政黨推薦,女,55,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,2,陳凱榮,1,中國國民黨,男,55,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,3,林賢正,999,無黨籍及未經政黨推薦,男,57,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,4,林祺軒,999,無黨籍及未經政黨推薦,男,35,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,5,張珈源,16,民主進步黨,男,42,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,6,范光禮,999,無黨籍及未經政黨推薦,男,49,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,7,劉炎添,999,無黨籍及未經政黨推薦,男,61,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,8,許育綸,259,樹黨,男,34,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,9,王誠緯,16,民主進步黨,男,41,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,10,林燕聰,999,無黨籍及未經政黨推薦,女,44,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,11,連郁婷,267,時代力量,女,31,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,12,蔡志環,1,中國國民黨,女,59,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,13,王炳漢,1,中國國民黨,男,50,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,14,陳文得,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,15,高芸婷,999,無黨籍及未經政黨推薦,女,42,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,16,吳旭智,268,民國黨,男,42,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,17,杜文中,1,中國國民黨,男,51,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,18,邱靖雅,268,民國黨,女,45,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,19,林禹佑,999,無黨籍及未經政黨推薦,男,28,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,20,林增堂,1,中國國民黨,男,55,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,21,范綱淼,999,無黨籍及未經政黨推薦,男,51,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,22,陳信溢,999,無黨籍及未經政黨推薦,男,47,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,23,陳榮昌,999,無黨籍及未經政黨推薦,男,59,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,24,鄭美琴,999,無黨籍及未經政黨推薦,女,64,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,01,000,0000,新竹縣第01選區,25,余政達,999,無黨籍及未經政黨推薦,男,41,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,1,吳菊花,1,中國國民黨,女,58,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,2,甄克堅,1,中國國民黨,男,48,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,3,羅美文,15,勞動黨,男,67,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,4,陳栢維,999,無黨籍及未經政黨推薦,男,53,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,5,吳淑君,1,中國國民黨,女,46,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,6,張燦堂,999,無黨籍及未經政黨推薦,男,57,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,7,何建樺,16,民主進步黨,男,48,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,8,葉時優,1,中國國民黨,男,55,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,9,范振龍,1,中國國民黨,男,57,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,02,000,0000,新竹縣第02選區,10,陳德木,1,中國國民黨,男,60,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,03,000,0000,新竹縣第03選區,1,何智達,999,無黨籍及未經政黨推薦,男,64,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,03,000,0000,新竹縣第03選區,2,張鎮榮,1,中國國民黨,男,65,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,03,000,0000,新竹縣第03選區,3,吳傳地,16,民主進步黨,男,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,03,000,0000,新竹縣第03選區,4,鄭清漢,1,中國國民黨,男,59,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,04,000,0000,新竹縣第04選區,1,嚴永秋,999,無黨籍及未經政黨推薦,男,69,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,04,000,0000,新竹縣第04選區,2,羅仕琦,1,中國國民黨,男,53,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,04,000,0000,新竹縣第04選區,3,吳發仁,999,無黨籍及未經政黨推薦,男,62,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,05,000,0000,新竹縣第05選區,1,劉正強,999,無黨籍及未經政黨推薦,男,31,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,05,000,0000,新竹縣第05選區,2,陳英樓,1,中國國民黨,男,62,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,05,000,0000,新竹縣第05選區,3,蔡錦堂,999,無黨籍及未經政黨推薦,男,59,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,05,000,0000,新竹縣第05選區,4,范曰富,1,中國國民黨,男,57,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,05,000,0000,新竹縣第05選區,5,張碧冬,999,無黨籍及未經政黨推薦,女,55,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,05,000,0000,新竹縣第05選區,6,羅聰賢,16,民主進步黨,男,61,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,05,000,0000,新竹縣第05選區,7,張玟源,999,無黨籍及未經政黨推薦,男,56,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,05,000,0000,新竹縣第05選區,8,陳新源,15,勞動黨,男,58,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,06,000,0000,新竹縣第06選區,1,詹廷有,999,無黨籍及未經政黨推薦,男,49,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,06,000,0000,新竹縣第06選區,2,張良印,1,中國國民黨,男,45,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,07,000,0000,新竹縣第07選區,1,劉展原,1,中國國民黨,男,60,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,07,000,0000,新竹縣第07選區,2,鄭昱芸,999,無黨籍及未經政黨推薦,女,40,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,1,彭余美玲,999,無黨籍及未經政黨推薦,女,55,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,2,楊昌德,16,民主進步黨,男,57,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,3,黃豪杰,1,中國國民黨,男,48,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,4,林昭錡,999,無黨籍及未經政黨推薦,男,58,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,5,上官秋燕,1,中國國民黨,女,61,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,6,余筱菁,79,綠黨,女,37,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,7,呂幸潤,999,無黨籍及未經政黨推薦,男,32,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,8,曾駿樺,999,無黨籍及未經政黨推薦,男,38,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,9,郭遠彰,1,中國國民黨,男,58,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,10,林思銘,1,中國國民黨,男,52,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,11,劉興藻,999,無黨籍及未經政黨推薦,男,44,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,12,范振港,1,中國國民黨,男,66,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,08,000,0000,新竹縣第08選區,13,黃秀龍,999,無黨籍及未經政黨推薦,男,58,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,09,000,0000,新竹縣第09選區,1,范正霖,999,無黨籍及未經政黨推薦,男,65,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,09,000,0000,新竹縣第09選區,2,鍾金霖,999,無黨籍及未經政黨推薦,男,59,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,09,000,0000,新竹縣第09選區,3,江紹義,999,無黨籍及未經政黨推薦,男,43,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,09,000,0000,新竹縣第09選區,4,邱振瑋,999,無黨籍及未經政黨推薦,男,43,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,004,10,000,0000,新竹縣第10選區,1,范文鴻,16,民主進步黨,男,42,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,004,10,000,0000,新竹縣第10選區,2,陳正順,1,中國國民黨,男,63,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,1,楊明燁,1,中國國民黨,男,33,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,2,古文明,999,無黨籍及未經政黨推薦,男,41,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,3,胡忠勇,999,無黨籍及未經政黨推薦,男,75,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,4,鄭碧玉,1,中國國民黨,女,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,5,謝文禓,999,無黨籍及未經政黨推薦,男,43,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,6,余文忠,999,無黨籍及未經政黨推薦,男,48,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,7,張志宇,1,中國國民黨,男,42,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,8,江村貴,999,無黨籍及未經政黨推薦,男,55,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,9,孫素娥,1,中國國民黨,女,64,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,10,涂月華,999,無黨籍及未經政黨推薦,女,49,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,11,徐筱菁,16,民主進步黨,女,39,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,12,禹耀東,999,無黨籍及未經政黨推薦,男,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,13,許櫻萍,16,民主進步黨,女,42,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,14,湯維岳,999,無黨籍及未經政黨推薦,男,70,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,01,000,0000,苗栗縣第01選區,15,謝庚霖,999,無黨籍及未經政黨推薦,男,58,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,02,000,0000,苗栗縣第02選區,1,黎旭欽,1,中國國民黨,男,75,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,02,000,0000,苗栗縣第02選區,2,黃芳椿,1,中國國民黨,男,63,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,02,000,0000,苗栗縣第02選區,3,韓茂賢,999,無黨籍及未經政黨推薦,男,65,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,02,000,0000,苗栗縣第02選區,4,羅貴星,16,民主進步黨,男,56,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,1,林月鳳,16,民主進步黨,女,53,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,2,翁偉國,999,無黨籍及未經政黨推薦,男,36,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,3,徐永煌,999,無黨籍及未經政黨推薦,男,48,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,4,邱紹俊,999,無黨籍及未經政黨推薦,男,73,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,5,張顧礫,999,無黨籍及未經政黨推薦,男,47,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,6,張可欣,999,無黨籍及未經政黨推薦,女,23,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,7,陳品安,999,無黨籍及未經政黨推薦,女,34,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,8,孟文源,999,無黨籍及未經政黨推薦,男,43,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,9,張琦享,999,無黨籍及未經政黨推薦,男,50,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,03,000,0000,苗栗縣第03選區,10,鄭宗國,16,民主進步黨,男,65,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,1,黃聲全,999,無黨籍及未經政黨推薦,男,66,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,2,林寶珠,1,中國國民黨,女,67,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,3,謝芳紋,16,民主進步黨,女,43,Y,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,4,陳碧華,1,中國國民黨,女,64,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,5,宋國鼎,267,時代力量,男,37,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,6,李文斌,1,中國國民黨,男,45,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,7,鄭秋風,1,中國國民黨,男,60,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,8,廖英利,1,中國國民黨,女,65,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,9,徐曼珣,999,無黨籍及未經政黨推薦,女,27,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,10,劉順松,16,民主進步黨,男,65,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,11,陳清鑫,999,無黨籍及未經政黨推薦,男,60,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,12,張梅蘭,113,中華統一促進黨,女,62,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,13,廖秀紅,999,無黨籍及未經政黨推薦,女,63,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,14,李震華,999,無黨籍及未經政黨推薦,男,57,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,15,潘子嵉,999,無黨籍及未經政黨推薦,女,35,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,04,000,0000,苗栗縣第04選區,16,張佳玲,999,無黨籍及未經政黨推薦,女,34,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,1,陳光軒,16,民主進步黨,男,33,Y,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,2,黃桂坤,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,3,徐維均,999,無黨籍及未經政黨推薦,男,35,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,4,張愛炫,999,無黨籍及未經政黨推薦,女,60,N,,未當選,N
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,5,温宜靜,999,無黨籍及未經政黨推薦,女,40,N,!,婦女保障當選,Y
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,6,黎煥強,999,無黨籍及未經政黨推薦,男,36,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,7,鄭聚然,1,中國國民黨,男,58,N,*,當選,Y
2018,T1,議員(區域)選舉,city,10,005,05,000,0000,苗栗縣第05選區,8,張淑芬,1,中國國民黨,女,46,N,*,當選,Y
